Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;Winner;HowEnd
1930;1930-07-13; 15:00 ;Group 1;Pocitos;Montevideo ;Uruguay;France;4;1;Mexico;France;Regular game time
1930;1930-07-13; 15:00 ;Group 4;Parque Central;Montevideo ;Uruguay;USA;3;0;Belgium;USA;Regular game time
1930;1930-07-14; 12:45 ;Group 2;Parque Central;Montevideo ;Uruguay;Yugoslavia;2;1;Brazil;Yugoslavia;Regular game time
1930;1930-07-14; 14:50 ;Group 3;Pocitos;Montevideo ;Uruguay;Romania;3;1;Peru;Romania;Regular game time
1930;1930-07-15; 16:00 ;Group 1;Parque Central;Montevideo ;Uruguay;Argentina;1;0;France;Argentina;Regular game time
1930;1930-07-16; 14:45 ;Group 1;Parque Central;Montevideo ;Uruguay;Chile;3;0;Mexico;Chile;Regular game time
1930;1930-07-17; 12:45 ;Group 2;Parque Central;Montevideo ;Uruguay;Yugoslavia;4;0;Bolivia;Yugoslavia;Regular game time
1930;1930-07-17; 14:45 ;Group 4;Parque Central;Montevideo ;Uruguay;USA;3;0;Paraguay;USA;Regular game time
1930;1930-07-18; 14:30 ;Group 3;Estadio Centenario;Montevideo ;Uruguay;Uruguay;1;0;Peru;Uruguay;Regular game time
1930;1930-07-19; 12:50 ;Group 1;Estadio Centenario;Montevideo ;Uruguay;Chile;1;0;France;Chile;Regular game time
1930;1930-07-19; 15:00 ;Group 1;Estadio Centenario;Montevideo ;Uruguay;Argentina;6;3;Mexico;Argentina;Regular game time
1930;1930-07-20; 13:00 ;Group 2;Estadio Centenario;Montevideo ;Uruguay;Brazil;4;0;Bolivia;Brazil;Regular game time
1930;1930-07-20; 15:00 ;Group 4;Estadio Centenario;Montevideo ;Uruguay;Paraguay;1;0;Belgium;Paraguay;Regular game time
1930;1930-07-21; 14:50 ;Group 3;Estadio Centenario;Montevideo ;Uruguay;Uruguay;4;0;Romania;Uruguay;Regular game time
1930;1930-07-22; 14:45 ;Group 1;Estadio Centenario;Montevideo ;Uruguay;Argentina;3;1;Chile;Argentina;Regular game time
1930;1930-07-26; 14:45 ;Semi-finals;Estadio Centenario;Montevideo ;Uruguay;Argentina;6;1;USA;Argentina;Regular game time
1930;1930-07-27; 14:45 ;Semi-finals;Estadio Centenario;Montevideo ;Uruguay;Uruguay;6;1;Yugoslavia;Uruguay;Regular game time
1930;1930-07-30; 14:15 ;Final;Estadio Centenario;Montevideo ;Uruguay;Uruguay;4;2;Argentina;Uruguay;Regular game time
1934;1934-05-27; 16:30 ;Preliminary round;Stadio Benito Mussolini;Turin ;Italy;Austria;3;2;France;Austria;Extra Time
1934;1934-05-27; 16:30 ;Preliminary round;Giorgio Ascarelli;Naples ;Italy;Hungary;4;2;Egypt;Hungary;Regular game time
1934;1934-05-27; 16:30 ;Preliminary round;San Siro;Milan ;Italy;Switzerland;3;2;Netherlands;Switzerland;Regular game time
1934;1934-05-27; 16:30 ;Preliminary round;Littorale;Bologna ;Italy;Sweden;3;2;Argentina;Sweden;Regular game time
1934;1934-05-27; 16:30 ;Preliminary round;Giovanni Berta;Florence ;Italy;Germany;5;2;Belgium;Germany;Regular game time
1934;1934-05-27; 16:30 ;Preliminary round;Luigi Ferraris;Genoa ;Italy;Spain;3;1;Brazil;Spain;Regular game time
1934;1934-05-27; 16:30 ;Preliminary round;Nazionale PNF;Rome ;Italy;Italy;7;1;USA;Italy;Regular game time
1934;1934-05-27; 16:30 ;Preliminary round;Littorio;Trieste ;Italy;Czechoslovakia;2;1;Romania;Czechoslovakia;Regular game time
1934;1934-05-31; 16:30 ;Quarter-finals;Stadio Benito Mussolini;Turin ;Italy;Czechoslovakia;3;2;Switzerland;Czechoslovakia;Regular game time
1934;1934-05-31; 16:30 ;Quarter-finals;San Siro;Milan ;Italy;Germany;2;1;Sweden;Germany;Regular game time
1934;1934-05-31; 16:30 ;Quarter-finals;Giovanni Berta;Florence ;Italy;Italy;1;1;Spain;Draw;Regular game time
1934;1934-05-31; 16:30 ;Quarter-finals;Littorale;Bologna ;Italy;Austria;2;1;Hungary;Austria;Regular game time
1934;1934-06-01; 16:30 ;Quarter-finals;Giovanni Berta;Florence ;Italy;Italy;1;0;Spain;Italy;Regular game time
1934;1934-06-03; 16:30 ;Semi-finals;San Siro;Milan ;Italy;Italy;1;0;Austria;Italy;Regular game time
1934;1934-06-03; 16:30 ;Semi-finals;Nazionale PNF;Rome ;Italy;Czechoslovakia;3;1;Germany;Czechoslovakia;Regular game time
1934;1934-06-07; 18:00 ;Match for third place;Giorgio Ascarelli;Naples ;Italy;Germany;3;2;Austria;Germany;Regular game time
1934;1934-06-10; 17:30 ;Final;Nazionale PNF;Rome ;Italy;Italy;2;1;Czechoslovakia;Italy;Extra Time
1938;1938-06-04; 17:00 ;First round;Parc des Princes;Paris ;France;Switzerland;1;1;Germany;Draw;Regular game time
1938;1938-06-05; 17:00 ;First round;Velodrome Municipale;Reims ;France;Hungary;6;0;Dutch East Indies;Hungary;Regular game time
1938;1938-06-05; 17:00 ;First round;Stade Olympique;Colombes ;France;France;3;1;Belgium;France;Regular game time
1938;1938-06-05; 17:00 ;First round;Stade Municipal;Toulouse ;France;Cuba;3;3;Romania;Draw;Regular game time
1938;1938-06-05; 17:00 ;First round;Stade Velodrome;Marseilles ;France;Italy;2;1;Norway;Italy;Extra Time
1938;1938-06-05; 17:30 ;First round;Stade de la Meinau;Strasbourg ;France;Brazil;6;5;Poland;Brazil;Extra Time
1938;1938-06-05; 18:30 ;First round;Cavee Verte;Le Havre ;France;Czechoslovakia;3;0;Netherlands;Czechoslovakia;Extra Time
1938;1938-06-09; 18:00 ;First round;Stade Municipal;Toulouse ;France;Cuba;2;1;Romania;Cuba;Regular game time
1938;1938-06-09; 18:00 ;First round;Parc des Princes;Paris ;France;Switzerland;4;2;Germany;Switzerland;Regular game time
1938;1938-06-12; 17:00 ;Quarter-finals;Stade du Parc Lescure;Bordeaux ;France;Brazil;1;1;Czechoslovakia;Draw;Regular game time
1938;1938-06-12; 17:00 ;Quarter-finals;Victor Boucquey;Lille ;France;Hungary;2;0;Switzerland;Hungary;Regular game time
1938;1938-06-12; 17:00 ;Quarter-finals;Fort Carree;Antibes ;France;Sweden;8;0;Cuba;Sweden;Regular game time
1938;1938-06-12; 17:00 ;Quarter-finals;Stade Olympique;Colombes ;France;Italy;3;1;France;Italy;Regular game time
1938;1938-06-14; 18:00 ;Quarter-finals;Stade du Parc Lescure;Bordeaux ;France;Brazil;2;1;Czechoslovakia;Brazil;Regular game time
1938;1938-06-16; 18:00 ;Semi-finals;Parc des Princes;Paris ;France;Hungary;5;1;Sweden;Hungary;Regular game time
1938;1938-06-16; 18:00 ;Semi-finals;Stade Velodrome;Marseilles ;France;Italy;2;1;Brazil;Italy;Regular game time
1938;1938-06-19; 17:00 ;Match for third place;Stade du Parc Lescure;Bordeaux ;France;Brazil;4;2;Sweden;Brazil;Regular game time
1938;1938-06-19; 17:00 ;Final;Stade Olympique;Colombes ;France;Italy;4;2;Hungary;Italy;Regular game time
1950;1950-06-24; 15:00 ;Group 1;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;Brazil;4;0;Mexico;Brazil;Regular game time
1950;1950-06-25; 15:00 ;Group 2;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;England;2;0;Chile;England;Regular game time
1950;1950-06-25; 15:00 ;Group 2;Durival de Brito;Curitiba ;Brazil;Spain;3;1;USA;Spain;Regular game time
1950;1950-06-25; 15:00 ;Group 3;Pacaembu;Sao Paulo ;Brazil;Sweden;3;2;Italy;Sweden;Regular game time
1950;1950-06-25; 15:00 ;Group 1;Independencia;Belo Horizonte ;Brazil;Yugoslavia;3;0;Switzerland;Yugoslavia;Regular game time
1950;1950-06-28; 15:00 ;Group 1;Pacaembu;Sao Paulo ;Brazil;Brazil;2;2;Switzerland;Draw;Regular game time
1950;1950-06-28; 15:00 ;Group 1;Eucaliptos;Porto Alegre ;Brazil;Yugoslavia;4;1;Mexico;Yugoslavia;Regular game time
1950;1950-06-29; 15:00 ;Group 2;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;Spain;2;0;Chile;Spain;Regular game time
1950;1950-06-29; 15:30 ;Group 3;Durival de Brito;Curitiba ;Brazil;Sweden;2;2;Paraguay;Draw;Regular game time
1950;1950-06-29; 15:00 ;Group 2;Independencia;Belo Horizonte ;Brazil;USA;1;0;England;USA;Regular game time
1950;1950-07-01; 15:00 ;Group 1;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;Brazil;2;0;Yugoslavia;Brazil;Regular game time
1950;1950-07-02; 15:00 ;Group 2;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;Spain;1;0;England;Spain;Regular game time
1950;1950-07-02; 15:00 ;Group 3;Pacaembu;Sao Paulo ;Brazil;Italy;2;0;Paraguay;Italy;Regular game time
1950;1950-07-02; 15:00 ;Group 4;Independencia;Belo Horizonte ;Brazil;Uruguay;8;0;Bolivia;Uruguay;Regular game time
1950;1950-07-02; 15:40 ;Group 1;Eucaliptos;Porto Alegre ;Brazil;Switzerland;2;1;Mexico;Switzerland;Regular game time
1950;1950-07-02; 15:00 ;Group 2;Ilha do Retiro;Recife ;Brazil;Chile;5;2;USA;Chile;Regular game time
1950;1950-07-09; 15:00 ;Group 6;Pacaembu;Sao Paulo ;Brazil;Uruguay;2;2;Spain;Draw;Regular game time
1950;1950-07-09; 15:00 ;Group 6;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;Brazil;7;1;Sweden;Brazil;Regular game time
1950;1950-07-13; 15:00 ;Group 6;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;Brazil;6;1;Spain;Brazil;Regular game time
1950;1950-07-13; 15:00 ;Group 6;Pacaembu;Sao Paulo ;Brazil;Uruguay;3;2;Sweden;Uruguay;Regular game time
1950;1950-07-16; 15:00 ;Group 6;Pacaembu;Sao Paulo ;Brazil;Sweden;3;1;Spain;Sweden;Regular game time
1950;1950-07-16; 15:00 ;Group 6;Estadio Jornalista Mario Filho;Rio De Janeiro ;Brazil;Uruguay;2;1;Brazil;Uruguay;Regular game time
1954;1954-06-16; 18:00 ;Group 3;Wankdorf Stadium;Berne ;Switzerland;Uruguay;2;0;Czechoslovakia;Uruguay;Regular game time
1954;1954-06-16; 18:00 ;Group 3;Hardturm;Zurich ;Switzerland;Austria;1;0;Scotland;Austria;Regular game time
1954;1954-06-16; 18:00 ;Group 1;Charmilles;Geneva ;Switzerland;Brazil;5;0;Mexico;Brazil;Regular game time
1954;1954-06-16; 18:00 ;Group 1;La Pontaise;Lausanne ;Switzerland;Yugoslavia;1;0;France;Yugoslavia;Regular game time
1954;1954-06-17; 18:00 ;Group 2;Wankdorf Stadium;Berne ;Switzerland;Germany FR;4;1;Turkey;Germany FR;Regular game time
1954;1954-06-17; 18:00 ;Group 2;Hardturm;Zurich ;Switzerland;Hungary;9;0;Korea Republic;Hungary;Regular game time
1954;1954-06-17; 18:10 ;Group 4;St. Jakob;Basel ;Switzerland;England;4;4;Belgium;Draw;Regular game time
1954;1954-06-17; 17:50 ;Group 4;La Pontaise;Lausanne ;Switzerland;Switzerland;2;1;Italy;Switzerland;Regular game time
1954;1954-06-19; 16:50 ;Group 3;St. Jakob;Basel ;Switzerland;Uruguay;7;0;Scotland;Uruguay;Regular game time
1954;1954-06-19; 17:00 ;Group 3;Hardturm;Zurich ;Switzerland;Austria;5;0;Czechoslovakia;Austria;Regular game time
1954;1954-06-19; 17:10 ;Group 1;Charmilles;Geneva ;Switzerland;France;3;2;Mexico;France;Regular game time
1954;1954-06-19; 17:00 ;Group 1;La Pontaise;Lausanne ;Switzerland;Brazil;1;1;Yugoslavia;Draw;Regular game time
1954;1954-06-20; 16:50 ;Group 2;St. Jakob;Basel ;Switzerland;Hungary;8;3;Germany FR;Hungary;Regular game time
1954;1954-06-20; 17:00 ;Group 2;Charmilles;Geneva ;Switzerland;Turkey;7;0;Korea Republic;Turkey;Regular game time
1954;1954-06-20; 17:10 ;Group 4;Wankdorf Stadium;Berne ;Switzerland;England;2;0;Switzerland;England;Regular game time
1954;1954-06-20; 17:00 ;Group 4;Comunale di Cornaredo;Lugano ;Switzerland;Italy;4;1;Belgium;Italy;Regular game time
1954;1954-06-23; 18:00 ;Group 2;Hardturm;Zurich ;Switzerland;Germany FR;7;2;Turkey;Germany FR;Regular game time
1954;1954-06-23; 18:00 ;Group 4;St. Jakob;Basel ;Switzerland;Switzerland;4;1;Italy;Switzerland;Regular game time
1954;1954-06-26; 17:00 ;Quarter-finals;St. Jakob;Basel ;Switzerland;Uruguay;4;2;England;Uruguay;Regular game time
1954;1954-06-26; 17:00 ;Quarter-finals;La Pontaise;Lausanne ;Switzerland;Austria;7;5;Switzerland;Austria;Regular game time
1954;1954-06-27; 17:00 ;Quarter-finals;Charmilles;Geneva ;Switzerland;Germany FR;2;0;Yugoslavia;Germany FR;Regular game time
1954;1954-06-27; 17:00 ;Quarter-finals;Wankdorf Stadium;Berne ;Switzerland;Hungary;4;2;Brazil;Hungary;Regular game time
1954;1954-06-30; 18:00 ;Semi-finals;St. Jakob;Basel ;Switzerland;Germany FR;6;1;Austria;Germany FR;Regular game time
1954;1954-06-30; 18:00 ;Semi-finals;La Pontaise;Lausanne ;Switzerland;Hungary;4;2;Uruguay;Hungary;Extra Time
1954;1954-07-03; 17:00 ;Match for third place;Hardturm;Zurich ;Switzerland;Austria;3;1;Uruguay;Austria;Regular game time
1954;1954-07-04; 17:00 ;Final;Wankdorf Stadium;Berne ;Switzerland;Germany FR;3;2;Hungary;Germany FR;Regular game time
1958;1958-06-08; 14:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Sweden;3;0;Mexico;Sweden;Regular game time
1958;1958-06-08; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Soviet Union;2;2;England;Draw;Regular game time
1958;1958-06-08; 19:00 ;Group 1;Malmo Stadion;Malmo;Sweden;Argentina;1;3;Germany FR;Germany FR;Regular game time
1958;1958-06-08; 19:00 ;Group 3;Jarnvallen;Sandviken ;Sweden;Hungary;1;1;Wales;Draw;Regular game time
1958;1958-06-08; 19:00 ;Group 2;Idrottsparken;Norrkoping;Sweden;France;7;3;Paraguay;France;Regular game time
1958;1958-06-08; 19:00 ;Group 2;Arosvallen;Vasteras ;Sweden;Yugoslavia;1;1;Scotland;Draw;Regular game time
1958;1958-06-08; 19:00 ;Group 4;Rimnersvallen;Udevalla ;Sweden;Brazil;3;0;Austria;Brazil;Regular game time
1958;1958-06-08; 19:00 ;Group 1;Orjans Vall;Halmstad ;Sweden;Northern Ireland;1;0;Czechoslovakia;Northern Ireland;Regular game time
1958;1958-06-11; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Brazil;0;0;England;Draw;Regular game time
1958;1958-06-11; 19:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Mexico;1;1;Wales;Draw;Regular game time
1958;1958-06-11; 19:00 ;Group 2;Idrottsparken;Norrkoping;Sweden;Paraguay;3;2;Scotland;Paraguay;Regular game time
1958;1958-06-11; 19:00 ;Group 2;Arosvallen;Vasteras ;Sweden;Yugoslavia;3;2;France;Yugoslavia;Regular game time
1958;1958-06-11; 19:00 ;Group 4;Ryavallen;Boras ;Sweden;Soviet Union;2;0;Austria;Soviet Union;Regular game time
1958;1958-06-11; 19:00 ;Group 1;Olympia Stadium;Helsingborg ;Sweden;Germany FR;2;2;Czechoslovakia;Draw;Regular game time
1958;1958-06-11; 19:00 ;Group 1;Orjans Vall;Halmstad ;Sweden;Argentina;3;1;Northern Ireland;Argentina;Regular game time
1958;1958-06-12; 19:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Sweden;2;1;Hungary;Sweden;Regular game time
1958;1958-06-15; 14:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Sweden;0;0;Wales;Draw;Regular game time
1958;1958-06-15; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Brazil;2;0;Soviet Union;Brazil;Regular game time
1958;1958-06-15; 19:00 ;Group 1;Malmo Stadion;Malmo;Sweden;Germany FR;2;2;Northern Ireland;Draw;Regular game time
1958;1958-06-15; 19:00 ;Group 3;Jarnvallen;Sandviken ;Sweden;Hungary;4;0;Mexico;Hungary;Regular game time
1958;1958-06-15; 19:00 ;Group 2;Tunavallen;Eskilstuna ;Sweden;Paraguay;3;3;Yugoslavia;Draw;Regular game time
1958;1958-06-15; 19:00 ;Group 2;Eyravallen;Orebro ;Sweden;France;2;1;Scotland;France;Regular game time
1958;1958-06-15; 19:00 ;Group 4;Ryavallen;Boras ;Sweden;England;2;2;Austria;Draw;Regular game time
1958;1958-06-15; 19:00 ;Group 1;Olympia Stadium;Helsingborg ;Sweden;Czechoslovakia;6;1;Argentina;Czechoslovakia;Regular game time
1958;1958-06-17; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Soviet Union;1;0;England;Soviet Union;Regular game time
1958;1958-06-17; 19:00 ;Group 1;Malmo Stadion;Malmo;Sweden;Northern Ireland;2;1;Czechoslovakia;Northern Ireland;Extra Time
1958;1958-06-17; 19:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Wales;2;1;Hungary;Wales;Regular game time
1958;1958-06-19; 19:00 ;Quarter-finals;Nya Ullevi;Gothenburg ;Sweden;Brazil;1;0;Wales;Brazil;Regular game time
1958;1958-06-19; 19:00 ;Quarter-finals;Malmo Stadion;Malmo;Sweden;Germany FR;1;0;Yugoslavia;Germany FR;Regular game time
1958;1958-06-19; 19:00 ;Quarter-finals;Rasunda Stadium;Solna ;Sweden;Sweden;2;0;Soviet Union;Sweden;Regular game time
1958;1958-06-19; 19:00 ;Quarter-finals;Idrottsparken;Norrkoping;Sweden;France;4;0;Northern Ireland;France;Regular game time
1958;1958-06-24; 19:00 ;Semi-finals;Nya Ullevi;Gothenburg ;Sweden;Sweden;3;1;Germany FR;Sweden;Regular game time
1958;1958-06-24; 19:00 ;Semi-finals;Rasunda Stadium;Solna ;Sweden;Brazil;5;2;France;Brazil;Regular game time
1958;1958-06-28; 17:00 ;Match for third place;Nya Ullevi;Gothenburg ;Sweden;France;6;3;Germany FR;France;Regular game time
1958;1958-06-29; 15:00 ;Final;Rasunda Stadium;Solna ;Sweden;Brazil;5;2;Sweden;Brazil;Regular game time
1962;1962-05-30; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Uruguay;2;1;Colombia;Uruguay;Regular game time
1962;1962-05-30; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;2;0;Mexico;Brazil;Regular game time
1962;1962-05-30; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Argentina;1;0;Bulgaria;Argentina;Regular game time
1962;1962-05-30; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Chile;3;1;Switzerland;Chile;Regular game time
1962;1962-05-31; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Soviet Union;2;0;Yugoslavia;Soviet Union;Regular game time
1962;1962-05-31; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Czechoslovakia;1;0;Spain;Czechoslovakia;Regular game time
1962;1962-05-31; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Hungary;2;1;England;Hungary;Regular game time
1962;1962-05-31; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Germany FR;0;0;Italy;Draw;Regular game time
1962;1962-06-02; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Yugoslavia;3;1;Uruguay;Yugoslavia;Regular game time
1962;1962-06-02; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;0;0;Czechoslovakia;Draw;Regular game time
1962;1962-06-02; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;England;3;1;Argentina;England;Regular game time
1962;1962-06-02; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Chile;2;0;Italy;Chile;Regular game time
1962;1962-06-03; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Soviet Union;4;4;Colombia;Draw;Regular game time
1962;1962-06-03; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Spain;1;0;Mexico;Spain;Regular game time
1962;1962-06-03; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Hungary;6;1;Bulgaria;Hungary;Regular game time
1962;1962-06-03; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Germany FR;2;1;Switzerland;Germany FR;Regular game time
1962;1962-06-06; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Soviet Union;2;1;Uruguay;Soviet Union;Regular game time
1962;1962-06-06; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;2;1;Spain;Brazil;Regular game time
1962;1962-06-06; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Hungary;0;0;Argentina;Draw;Regular game time
1962;1962-06-06; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Germany FR;2;0;Chile;Germany FR;Regular game time
1962;1962-06-07; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Yugoslavia;5;0;Colombia;Yugoslavia;Regular game time
1962;1962-06-07; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Mexico;3;1;Czechoslovakia;Mexico;Regular game time
1962;1962-06-07; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;England;0;0;Bulgaria;Draw;Regular game time
1962;1962-06-07; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Italy;3;0;Switzerland;Italy;Regular game time
1962;1962-06-10; 14:30 ;Quarter-finals;Carlos Dittborn;Arica ;Chile;Chile;2;1;Soviet Union;Chile;Regular game time
1962;1962-06-10; 14:30 ;Quarter-finals;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;3;1;England;Brazil;Regular game time
1962;1962-06-10; 14:30 ;Quarter-finals;Estadio El Teniente-Codelco;Rancagua ;Chile;Czechoslovakia;1;0;Hungary;Czechoslovakia;Regular game time
1962;1962-06-10; 14:30 ;Quarter-finals;Nacional;Santiago De Chile ;Chile;Yugoslavia;1;0;Germany FR;Yugoslavia;Regular game time
1962;1962-06-13; 14:30 ;Semi-finals;Estadio Sausalito;Vina Del Mar ;Chile;Czechoslovakia;3;1;Yugoslavia;Czechoslovakia;Regular game time
1962;1962-06-13; 14:30 ;Semi-finals;Nacional;Santiago De Chile ;Chile;Brazil;4;2;Chile;Brazil;Regular game time
1962;1962-06-16; 14:30 ;Match for third place;Nacional;Santiago De Chile ;Chile;Chile;1;0;Yugoslavia;Chile;Regular game time
1962;1962-06-17; 14:30 ;Final;Nacional;Santiago De Chile ;Chile;Brazil;3;1;Czechoslovakia;Brazil;Regular game time
1966;1966-07-11; 19:30 ;Group 1;Wembley Stadium;London ;England;England;0;0;Uruguay;Draw;Regular game time
1966;1966-07-12; 19:30 ;Group 2;Hillsborough;Sheffield ;England;Germany FR;5;0;Switzerland;Germany FR;Regular game time
1966;1966-07-12; 19:30 ;Group 3;Goodison Park;Liverpool ;England;Brazil;2;0;Bulgaria;Brazil;Regular game time
1966;1966-07-12; 19:30 ;Group 4;Ayresome Park;Middlesbrough ;England;Soviet Union;3;0;Korea DPR;Soviet Union;Regular game time
1966;1966-07-13; 19:30 ;Group 1;Wembley Stadium;London ;England;France;1;1;Mexico;Draw;Regular game time
1966;1966-07-13; 19:30 ;Group 3;Old Trafford Stadium;Manchester ;England;Portugal;3;1;Hungary;Portugal;Regular game time
1966;1966-07-13; 19:30 ;Group 2;Villa Park;Birmingham ;England;Argentina;2;1;Spain;Argentina;Regular game time
1966;1966-07-13; 19:30 ;Group 4;Roker Park Ground;Sunderland ;England;Italy;2;0;Chile;Italy;Regular game time
1966;1966-07-15; 19:30 ;Group 1;White City;London ;England;Uruguay;2;1;France;Uruguay;Regular game time
1966;1966-07-15; 19:30 ;Group 2;Hillsborough;Sheffield ;England;Spain;2;1;Switzerland;Spain;Regular game time
1966;1966-07-15; 19:30 ;Group 3;Goodison Park;Liverpool ;England;Hungary;3;1;Brazil;Hungary;Regular game time
1966;1966-07-15; 19:30 ;Group 4;Ayresome Park;Middlesbrough ;England;Korea DPR;1;1;Chile;Draw;Regular game time
1966;1966-07-16; 15:00 ;Group 3;Old Trafford Stadium;Manchester ;England;Portugal;3;0;Bulgaria;Portugal;Regular game time
1966;1966-07-16; 15:00 ;Group 2;Villa Park;Birmingham ;England;Germany FR;0;0;Argentina;Draw;Regular game time
1966;1966-07-16; 15:00 ;Group 4;Roker Park Ground;Sunderland ;England;Soviet Union;1;0;Italy;Soviet Union;Regular game time
1966;1966-07-16; 19:30 ;Group 1;Wembley Stadium;London ;England;England;2;0;Mexico;England;Regular game time
1966;1966-07-19; 16:30 ;Group 1;Wembley Stadium;London ;England;Uruguay;0;0;Mexico;Draw;Regular game time
1966;1966-07-19; 19:30 ;Group 2;Hillsborough;Sheffield ;England;Argentina;2;0;Switzerland;Argentina;Regular game time
1966;1966-07-19; 19:30 ;Group 3;Goodison Park;Liverpool ;England;Portugal;3;1;Brazil;Portugal;Regular game time
1966;1966-07-19; 19:30 ;Group 4;Ayresome Park;Middlesbrough ;England;Korea DPR;1;0;Italy;Korea DPR;Regular game time
1966;1966-07-20; 19:30 ;Group 1;Wembley Stadium;London ;England;England;2;0;France;England;Regular game time
1966;1966-07-20; 19:30 ;Group 3;Old Trafford Stadium;Manchester ;England;Hungary;3;1;Bulgaria;Hungary;Regular game time
1966;1966-07-20; 19:30 ;Group 2;Villa Park;Birmingham ;England;Germany FR;2;1;Spain;Germany FR;Regular game time
1966;1966-07-20; 19:30 ;Group 4;Roker Park Ground;Sunderland ;England;Soviet Union;2;1;Chile;Soviet Union;Regular game time
1966;1966-07-23; 15:00 ;Quarter-finals;Wembley Stadium;London ;England;England;1;0;Argentina;England;Regular game time
1966;1966-07-23; 15:00 ;Quarter-finals;Hillsborough;Sheffield ;England;Germany FR;4;0;Uruguay;Germany FR;Regular game time
1966;1966-07-23; 15:00 ;Quarter-finals;Roker Park Ground;Sunderland ;England;Soviet Union;2;1;Hungary;Soviet Union;Regular game time
1966;1966-07-23; 15:00 ;Quarter-finals;Goodison Park;Liverpool ;England;Portugal;5;3;Korea DPR;Portugal;Regular game time
1966;1966-07-25; 19:30 ;Semi-finals;Goodison Park;Liverpool ;England;Germany FR;2;1;Soviet Union;Germany FR;Regular game time
1966;1966-07-26; 19:30 ;Semi-finals;Wembley Stadium;London ;England;England;2;1;Portugal;England;Regular game time
1966;1966-07-28; 19:30 ;Match for third place;Wembley Stadium;London ;England;Portugal;2;1;Soviet Union;Portugal;Regular game time
1966;1966-07-30; 15:00 ;Final;Wembley Stadium;London ;England;England;4;2;Germany FR;England;Extra Time
1970;1970-05-31; 12:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Mexico;0;0;Soviet Union;Draw;Regular game time
1970;1970-06-02; 16:00 ;Group 2;Cuauhtemoc;Puebla ;Mexico;Uruguay;2;0;Israel;Uruguay;Regular game time
1970;1970-06-02; 16:00 ;Group 4;Nou Camp - Estadio Leon;Leon ;Mexico;Peru;3;2;Bulgaria;Peru;Regular game time
1970;1970-06-02; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;England;1;0;Romania;England;Regular game time
1970;1970-06-03; 16:00 ;Group 2;Luis Dosal;Toluca ;Mexico;Italy;1;0;Sweden;Italy;Regular game time
1970;1970-06-03; 16:00 ;Group 4;Nou Camp - Estadio Leon;Leon ;Mexico;Germany FR;2;1;Morocco;Germany FR;Regular game time
